Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Binders and Binder Accessories,Long Beach,Small Box,402,Andrew Todd,Small Business,Office Supplies,0.07,10919,Binder Posts,1,9/24/2020,87810,Low,3,90805,0.39,-16,West,22309,20,10/1/2020,Regular Air,5,California,6
Computer Peripherals,Long Beach,Small Pack,402,Andrew Todd,Small Business,Technology,0.01,10517,"Memorex 80 Minute CD-R Spindle, 100/Pack",1,9/24/2020,87810,Low,19,90805,0.44,603,West,22310,874,10/1/2020,Express Air,2,California,44
Office Furnishings,Waterville,Large Box,404,Laura Carver Branch,Small Business,Furniture,0.09,11001,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1,9/24/2020,87810,Low,14,4901,0.56,710,East,22311,1244,9/29/2020,Express Air,18,Maine,95
Copiers and Fax,Oxford,Jumbo Drum,1027,Brian Bennett,Small Business,Technology,0.08,10360,Canon PC940 Copier,1,12/25/2020,89016,Medium,20,1540,0.38,5827,East,22312,8445,12/26/2020,Delivery Truck,49,Massachusetts,450
Appliances,Westlake,Small Box,1472,Tommy Ellis Ritchie,Home Office,Office Supplies,0.05,10628,Fellowes Mighty 8 Compact Surge Protector,1,11/23/2017,87079,Medium,30,44145,0.57,309,East,22313,622,11/24/2017,Regular Air,4,Ohio,20
Appliances,Killingly Center,Small Box,1908,Sharon Sellers,Small Business,Office Supplies,0.07,10786,Fellowes 8 Outlet Superior Workstation Surge Protector,1,7/22/2020,86506,Medium,10,6241,0.56,287,East,22314,417,7/24/2020,Express Air,5,Connecticut,42
Tables,Derry,Large Box,943,Howard Elliott,Home Office,Furniture,0.09,10760,Hon 2111 Invitation™ Series Corner Table,1,11/23/2018,90846,Low,17,3038,0.79,101,East,22315,3492,11/27/2018,Regular Air,69,New Hampshire,209
Pens & Art Supplies,Tigard,Wrap Bag,756,Sandra Howe,Home Office,Office Supplies,0.08,10349,Avery Hi-Liter® Fluorescent Desk Style Markers,1,12/24/2018,90260,Medium,2,97224,0.48,3,West,22316,9,12/24/2018,Express Air,1,Oregon,3
Pens & Art Supplies,Tigard,Small Pack,756,Sandra Howe,Home Office,Office Supplies,0.1,10945,"Hunt BOSTON® Vista® Battery-Operated Pencil Sharpener, Black",1,12/24/2018,90260,Medium,19,97224,0.58,-92,West,22317,207,12/25/2018,Regular Air,8,Oregon,12
Office Furnishings,Los Gatos,Small Box,453,George Terry,Corporate,Furniture,0.03,10367,"Seth Thomas 14"" Putty-Colored Wall Clock",1,5/6/2017,86011,Not Specified,1,95032,0.54,-41,West,22318,32,5/8/2017,Regular Air,8,California,29
Bookcases,Rotterdam,Jumbo Box,3252,Milton Harrell,Small Business,Furniture,0.06,10993,"Hon Metal Bookcases, Black",1,5/4/2020,87304,Medium,3,12306,0.6,-128,East,22319,212,5/6/2020,Delivery Truck,27,New York,71
Pens & Art Supplies,Rotterdam,Wrap Bag,3252,Milton Harrell,Small Business,Office Supplies,0.02,10194,Turquoise Lead Holder with Pocket Clip,1,5/4/2020,87304,Medium,16,12306,0.52,77,East,22320,112,5/5/2020,Regular Air,2,New York,7
Paper,Santa Rosa,Small Box,2458,Troy Casey,Home Office,Office Supplies,0.03,10629,Xerox 227,1,7/1/2017,91285,High,2,95404,0.37,-35,West,22321,16,7/3/2017,Regular Air,9,California,6
Pens & Art Supplies,New City,Wrap Bag,2459,Dorothy Gonzalez,Home Office,Office Supplies,0.07,10118,Peel-Off® China Markers,1,6/30/2020,91289,High,13,10956,0.43,88,East,22322,128,7/3/2020,Regular Air,1,New York,10
Pens & Art Supplies,Roswell,Wrap Bag,2702,Lawrence Norris,Small Business,Office Supplies,0.01,10420,Prang Drawing Pencil Set,1,7/13/2020,87691,Medium,8,88201,0.45,1,West,22323,23,7/13/2020,Regular Air,1,New Mexico,3
Storage & Organization,Roswell,Small Box,2702,Lawrence Norris,Small Business,Office Supplies,0.06,10086,"Decoflex Hanging Personal Folder File, Blue",1,7/13/2020,87691,Medium,1,88201,0.58,-33,West,22324,18,7/14/2020,Regular Air,11,New Mexico,15
Telephones and Communication,Grand Forks,Small Box,2912,Hannah Carver,Home Office,Technology,0.05,10604,Item 10604,1,9/25/2019,87401,High,21,58201,0.57,1836,Central,22325,3163,9/26/2019,Regular Air,9,North Dakota,176
Pens & Art Supplies,Abilene,Wrap Bag,825,Marvin Hunt,Small Business,Office Supplies,0.1,10605,Newell 327,1,4/7/2019,89263,Critical,6,79605,0.58,-7,Central,22326,14,4/8/2019,Express Air,1,Texas,2
Tables,Boston,Jumbo Box,3048,Tracy G Starr,Corporate,Furniture,0.09,10889,Bretford CR4500 Series Slim Rectangular Table,1,4/29/2019,89792,Medium,5,2129,0.62,299,East,22327,1663,5/1/2019,Delivery Truck,40,Massachusetts,348
Pens & Art Supplies,Madison,Small Pack,1185,Lee Xu,Consumer,Office Supplies,0.08,11025,Boston 1730 StandUp Electric Pencil Sharpener,1,9/18/2020,85945,Low,8,35756,0.59,869,South,22328,168,9/22/2020,Regular Air,9,Alabama,21
Telephones and Communication,Santa Rosa,Small Box,156,Diana Xu,Corporate,Technology,0.01,10440,T60,1,5/12/2017,87671,Critical,13,95404,0.56,714,West,22329,1050,5/13/2017,Regular Air,5,California,96
Paper,Land O Lakes,Wrap Bag,2268,Carlos Adkins,Small Business,Office Supplies,0.06,11102,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",1,7/25/2019,89575,Medium,5,34639,0.38,-143,South,22330,13,7/28/2019,Regular Air,7,Florida,2
Labels,Mauldin,Small Box,2270,Kristine Holden,Small Business,Office Supplies,0.04,10622,Avery 48,1,7/25/2019,89575,Medium,14,29662,0.39,244,South,22331,89,7/28/2019,Regular Air,1,South Carolina,6
Paper,Lenexa,Wrap Bag,96,Vincent Lindsay,Home Office,Office Supplies,0.1,10493,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",1,8/19/2018,87307,Medium,14,66215,0.38,65,Central,22332,94,8/20/2018,Regular Air,2,Kansas,7
Tables,Portland,Jumbo Box,582,Heather Rich McClure,Corporate,Furniture,0.05,10087,BPI Conference Tables,1,9/24/2018,88650,Low,3,4101,0.71,-353,East,22333,382,9/29/2018,Delivery Truck,80,Maine,146
Storage & Organization,Calexico,Small Box,3354,Sara Faulkner,Corporate,Office Supplies,0.09,10779,Filing/Storage Totes and Swivel Casters,1,6/19/2018,88592,High,9,92231,0.6,-121,West,22334,88,6/20/2018,Regular Air,9,California,10
Storage & Organization,Palm Bay,Small Box,2034,Douglas English,Consumer,Office Supplies,0.02,11240,Fellowes Staxonsteel® Drawer Files,1,5/9/2020,87126,Low,9,32905,0.71,-239,South,22335,1710,5/14/2020,Regular Air,20,Florida,193
Telephones and Communication,Los Gatos,Small Box,453,George Terry,Home Office,Technology,0.07,10887,Item 10887,1,7/4/2020,86029,Critical,15,95032,0.58,1025,West,22336,1485,7/4/2020,Regular Air,6,California,116
Binders and Binder Accessories,Irving,Small Box,2854,Brian Norman,Corporate,Office Supplies,0.01,10470,Avery Hanging File Binders,1,9/19/2020,87327,Medium,12,75061,0.39,40,Central,22337,75,9/20/2020,Regular Air,1,Texas,6
Computer Peripherals,Des Moines,Small Pack,2855,Vicki Womble,Corporate,Technology,0.08,10337,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",1,9/19/2020,87327,Medium,19,98198,0.43,290,West,22338,420,9/21/2020,Regular Air,2,Washington,22
Labels,Des Moines,Small Box,2855,Vicki Womble,Corporate,Office Supplies,0.02,10986,Avery 498,1,9/19/2020,87327,Medium,23,98198,0.38,46,West,22339,66,9/21/2020,Regular Air,1,Washington,3
Office Furnishings,Des Moines,Small Box,2855,Vicki Womble,Corporate,Furniture,0.07,10700,12-1/2 Diameter Round Wall Clock,1,9/19/2020,87327,Medium,13,98198,0.49,54,West,22340,269,9/21/2020,Express Air,10,Washington,20
Pens & Art Supplies,Southbury,Wrap Bag,3385,Daniel Richmond,Corporate,Office Supplies,0.04,11012,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",1,1/14/2017,88745,Low,5,6488,0.57,-22,East,22341,16,1/14/2017,Express Air,2,Connecticut,3
Telephones and Communication,Southbury,Small Box,3385,Daniel Richmond,Corporate,Technology,0.01,11143,M70,1,1/14/2017,88745,Low,6,6488,0.59,426,East,22342,681,1/19/2017,Regular Air,9,Connecticut,126
Computer Peripherals,Sherwood,Small Pack,2122,Carolyn Fisher,Corporate,Technology,0.06,10698,"Imation Neon Mac Format Diskettes, 10/Pack",1,10/30/2018,89669,Low,9,72116,0.77,-156,South,22343,71,11/1/2018,Regular Air,3,Arkansas,8
Office Machines,Sherwood,Medium Box,2122,Carolyn Fisher,Corporate,Technology,0.06,10834,Soundgear TeleForum DX Desktop Conference Phone,1,10/30/2018,89669,Low,7,72116,0.38,-447,South,22344,660,11/3/2018,Regular Air,14,Arkansas,96
Binders and Binder Accessories,Anderson,Small Box,2927,Christina Thompson,Consumer,Office Supplies,0.01,10695,GBC Poly Designer Binding Covers,1,6/20/2019,90226,Critical,13,29624,0.36,-245,South,22345,222,6/21/2019,Regular Air,5,South Carolina,17
Binders and Binder Accessories,Irving,Small Box,642,Jan Cross,Corporate,Office Supplies,0.03,10965,"Avery Trapezoid Extra Heavy Duty 4"" Binders",1,7/11/2020,91343,Low,6,75061,0.35,168,Central,22346,244,7/15/2020,Regular Air,3,Texas,42
Labels,Irving,Small Box,642,Jan Cross,Corporate,Office Supplies,0.01,11034,Self-Adhesive Address Labels for Typewriters by Universal,1,7/12/2018,91338,Low,14,75061,0.38,74,Central,22347,107,7/16/2018,Regular Air,0,Texas,7
Computer Peripherals,Clinton,Small Pack,1552,Glenn Krieder,Small Business,Technology,0.07,10953,"TDK 4.7GB DVD-R Spindle, 15/Pack",1,10/21/2020,87505,High,5,39056,0.42,-951,South,22348,202,10/21/2020,Regular Air,2,Mississippi,41
Appliances,Janesville,Jumbo Drum,2450,Tonya Miller,Home Office,Office Supplies,0.1,10672,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,1,2/13/2019,90325,Low,8,53545,0.59,1492,Central,22349,2162,2/17/2019,Delivery Truck,23,Wisconsin,280
Chairs & Chairmats,Janesville,Jumbo Drum,2450,Tonya Miller,Home Office,Furniture,0.09,11233,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,1,2/13/2019,90325,Low,6,53545,0.69,-116,Central,22350,996,2/15/2019,Delivery Truck,30,Wisconsin,181
Computer Peripherals,Yonkers,Small Box,609,Shawn Adler,Corporate,Technology,0.1,10180,Microsoft Natural Keyboard Elite,1,9/12/2018,86439,Not Specified,10,10701,0.7,-23,East,22351,380,9/14/2018,Regular Air,4,New York,40
Storage & Organization,Yonkers,Small Box,609,Shawn Adler,Corporate,Office Supplies,0.1,10675,Acco Perma® 2700 Stacking Storage Drawers,1,9/11/2020,86445,Not Specified,10,10701,0.7,-33,East,22352,287,9/13/2020,Regular Air,7,New York,30
Chairs & Chairmats,Royal Palm Beach,Jumbo Drum,3300,Todd Werner,Consumer,Furniture,0.05,11082,Hon Every-Day® Chair Series Swivel Task Chairs,1,11/16/2020,87976,Medium,23,33411,0.64,3,South,22353,2855,11/17/2020,Delivery Truck,30,Florida,121
Pens & Art Supplies,Royal Palm Beach,Wrap Bag,3300,Todd Werner,Consumer,Office Supplies,0.03,10420,Prang Drawing Pencil Set,1,11/16/2020,87976,Medium,43,33411,0.58,277,South,22354,121,11/17/2020,Regular Air,1,Florida,3
Computer Peripherals,Carson City,Small Pack,428,Ernest Barber,Corporate,Technology,0.02,10511,"Memorex 4.7GB DVD+R, 3/Pack",1,7/13/2017,88479,High,15,89701,0.42,163,West,22355,236,7/14/2017,Regular Air,2,Nevada,15
Telephones and Communication,Carson City,Small Pack,428,Ernest Barber,Corporate,Technology,0,10356,Accessory20,1,7/13/2017,88479,High,1,89701,0.37,-302,West,22356,74,7/14/2017,Regular Air,3,Nevada,86
Telephones and Communication,Cedar Hill,Small Box,1238,April Bowers,Corporate,Technology,0.08,10802,T18,1,2/5/2019,86080,Critical,12,75104,0.57,769,Central,22357,1114,2/6/2019,Regular Air,3,Texas,111
"Scissors, Rulers and Trimmers",Cedar Park,Small Pack,1239,Martin Fink,Corporate,Office Supplies,0.02,10733,Acme® Design Stainless Steel Bent Scissors,1,2/5/2019,86080,Critical,10,78613,0.58,-59,Central,22358,71,2/8/2019,Regular Air,4,Texas,7
Binders and Binder Accessories,Sandusky,Small Box,2980,Joanna Kenney,Corporate,Office Supplies,0.08,10824,Ibico EB-19 Dual Function Manual Binding System,1,11/27/2018,86549,Low,3,44870,0.39,10,East,22359,526,12/2/2018,Regular Air,20,Ohio,173
Office Furnishings,Cleveland Heights,Small Box,263,Carlos Hess,Home Office,Furniture,0.02,10481,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1,7/23/2018,86300,Medium,12,44106,0.44,386,East,22360,560,7/26/2018,Regular Air,7,Ohio,47
Storage & Organization,Cleveland Heights,Large Box,263,Carlos Hess,Home Office,Office Supplies,0.07,10537,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,1,7/23/2018,86300,Medium,8,44106,0.85,-619,East,22361,1330,7/23/2018,Regular Air,35,Ohio,167
Telephones and Communication,Vernon Hills,Small Box,540,Ruth Lamm,Small Business,Technology,0.06,10579,StarTAC Series,1,10/21/2018,91176,Not Specified,16,60061,0.55,433,Central,22362,869,10/23/2018,Regular Air,4,Illinois,66
Office Machines,Corvallis,Medium Box,1267,Rosemary Branch,Corporate,Technology,0.01,10703,Sharp EL500L Fraction Calculator,1,2/8/2017,89514,Critical,2,97330,0.39,534,West,22363,30,2/9/2017,Regular Air,8,Oregon,14
Labels,Houma,Small Box,2479,Julie Lang,Corporate,Office Supplies,0,10701,Avery 494,1,2/14/2020,91003,Low,9,70364,0.39,-58,South,22364,25,2/14/2020,Regular Air,1,Louisiana,3
Office Furnishings,Houma,Small Box,2479,Julie Lang,Corporate,Furniture,0.03,10088,"Eldon® Executive Woodline II Desk Accessories, Mahogany",1,2/14/2020,91003,Low,2,70364,0.58,-684,South,22365,54,2/19/2020,Regular Air,10,Louisiana,25
"Scissors, Rulers and Trimmers",Houma,Small Pack,2479,Julie Lang,Corporate,Office Supplies,0.01,10464,Acme® Preferred Stainless Steel Scissors,1,2/14/2020,91003,Low,11,70364,0.56,24,South,22366,63,2/16/2020,Regular Air,4,Louisiana,6
Telephones and Communication,Kenner,Small Box,2480,Rhonda Tuttle,Corporate,Technology,0,10558,Item 10558,1,2/14/2020,91003,Low,11,70065,0.6,-261,South,22367,1202,2/21/2020,Regular Air,6,Louisiana,126
Binders and Binder Accessories,Pocatello,Small Box,3109,Samuel Simmons,Small Business,Office Supplies,0.08,11155,GBC Wire Binding Strips,1,10/26/2019,87330,Low,24,83201,0.37,202,West,22368,742,10/30/2019,Regular Air,13,Idaho,32
Paper,Stratford,Wrap Bag,2398,Julian F Wolfe,Corporate,Office Supplies,0.03,10994,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",1,8/22/2017,86373,Not Specified,12,6614,0.36,-15,East,22369,97,8/24/2017,Regular Air,6,Connecticut,8
Tables,Cleveland Heights,Jumbo Box,263,Carlos Hess,Small Business,Furniture,0.05,10883,Hon iLevel™ Computer Training Table,1,1/19/2017,86297,High,9,44106,0.65,-2178,East,22370,304,1/21/2017,Delivery Truck,46,Ohio,32
Labels,New Orleans,Small Box,3120,Daniel Christian,Home Office,Office Supplies,0.03,11130,Avery 481,1,1/30/2019,90161,Critical,1,70117,0.37,57,South,22371,3,1/31/2019,Regular Air,1,Louisiana,3
Office Furnishings,Irving,Large Box,2342,Danny Francis Bell,Home Office,Furniture,0.06,10424,Dana Halogen Swing-Arm Architect Lamp,1,6/7/2019,88990,Low,2,75061,0.57,59,Central,22372,85,6/11/2019,Regular Air,14,Texas,41
Computer Peripherals,Shreveport,Small Pack,3128,Cathy Burgess,Corporate,Technology,0.09,10089,"Verbatim DVD Rewritable Disc, Single-Sided, 4.7GB",1,1/25/2020,89815,Medium,9,71109,0.55,14,South,22373,90,1/27/2020,Regular Air,2,Louisiana,10
Binders and Binder Accessories,Fridley,Small Box,2563,Karen Warren,Home Office,Office Supplies,0.08,11131,Presstex Flexible Ring Binders,1,4/6/2017,91447,Not Specified,9,55432,0.35,27,Central,22374,39,4/7/2017,Regular Air,1,Minnesota,5
Telephones and Communication,Southbury,Medium Box,2885,Gary Frazier,Consumer,Technology,0.09,10970,Bell Sonecor JB700 Caller ID,1,8/15/2020,87645,Low,12,6488,0.6,-36,East,22375,85,8/22/2020,Express Air,5,Connecticut,8
Appliances,Portsmouth,Medium Box,2419,Sandra Faulkner,Consumer,Office Supplies,0.07,10281,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,1,3/24/2017,86751,Not Specified,5,23701,0.42,-163,South,22376,1130,3/24/2017,Regular Air,12,Virginia,225
Binders and Binder Accessories,Portsmouth,Small Box,2419,Sandra Faulkner,Consumer,Office Supplies,0.03,10552,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,1,3/24/2017,86751,Not Specified,7,23701,0.35,860,South,22377,54,3/27/2017,Regular Air,5,Virginia,8
Paper,Southbury,Small Box,3379,Annette McIntyre,Corporate,Office Supplies,0,10825,Xerox 1936,1,9/24/2017,88837,Critical,12,6488,0.38,-190,East,22378,249,9/27/2017,Express Air,6,Connecticut,20
Office Furnishings,Thornton,Small Pack,693,Richard McClure,Small Business,Furniture,0.02,11201,Nu-Dell Leatherette Frames,1,8/19/2018,87816,Low,6,80229,0.49,64,West,22379,92,8/24/2018,Regular Air,5,Colorado,14
Rubber Bands,Thornton,Wrap Bag,693,Richard McClure,Small Business,Office Supplies,0,10766,OIC Thumb-Tacks,1,8/18/2020,87821,Low,4,80229,0.38,0,West,22380,5,8/18/2020,Regular Air,1,Colorado,1
Tables,Burlington,Jumbo Box,1153,Molly Branch,Home Office,Furniture,0.01,10895,Riverside Furniture Stanwyck Manor Table Series,1,8/26/2020,91349,High,5,5401,0.78,-303,East,22381,1468,8/29/2020,Delivery Truck,62,Vermont,287
Computer Peripherals,Los Gatos,Small Pack,453,George Terry,Home Office,Technology,0.06,11167,"Memorex 4.7GB DVD-RAM, 3/Pack",1,9/22/2019,86023,Low,20,95032,0.42,437,West,22382,633,9/26/2019,Regular Air,2,California,32
Paper,Los Gatos,Small Box,453,George Terry,Home Office,Office Supplies,0.06,11123,Xerox 1989,1,9/22/2019,86023,Low,1,95032,0.38,-11,West,22383,6,9/24/2019,Regular Air,5,California,5
Pens & Art Supplies,Los Gatos,Small Pack,453,George Terry,Home Office,Office Supplies,0.06,10387,Berol Giant Pencil Sharpener,1,9/22/2019,86023,Low,17,95032,0.56,-91,West,22384,287,9/26/2019,Regular Air,9,California,17
Tables,Los Gatos,Large Box,453,George Terry,Home Office,Furniture,0,10760,Hon 2111 Invitation™ Series Corner Table,1,9/22/2019,86023,Low,9,95032,0.79,-626,West,22385,2011,10/1/2019,Regular Air,69,California,209
Binders and Binder Accessories,Coos Bay,Small Box,1307,Teresa Hill,Small Business,Office Supplies,0,10823,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",1,7/27/2019,91452,Not Specified,4,97420,0.36,125,West,22386,181,7/27/2019,Regular Air,3,Oregon,43
Appliances,Creve Coeur,Small Box,1765,Ralph Woods Scott,Corporate,Office Supplies,0.09,11006,Hoover WindTunnel™ Plus Canister Vacuum,1,8/20/2018,89778,Medium,9,63141,0.57,2221,Central,22387,3219,8/22/2018,Express Air,20,Missouri,363
Computer Peripherals,Burlington,Small Pack,1153,Molly Branch,Corporate,Technology,0.05,10322,"Imation Neon 80 Minute CD-R Spindle, 50/Pack",1,8/26/2018,91345,Low,9,5401,0.45,210,East,22388,305,8/31/2018,Regular Air,2,Vermont,34
Office Machines,Pittsburgh,Jumbo Box,2797,Cameron Kendall,Corporate,Technology,0.04,10196,Okidata ML320 Series Turbo Dot Matrix Printers,1,9/30/2020,87567,High,8,15122,0.56,1197,East,22389,3287,10/1/2020,Delivery Truck,12,Pennsylvania,400
Chairs & Chairmats,Irving,Jumbo Drum,2342,Danny Francis Bell,Corporate,Furniture,0,10090,Global Comet™ Stacking Armless Chair,1,11/20/2020,88997,Medium,19,75061,0.57,1975,Central,22390,6158,11/21/2020,Delivery Truck,87,Texas,299
Chairs & Chairmats,Irving,Jumbo Drum,2342,Danny Francis Bell,Corporate,Furniture,0.1,10399,Hon 4070 Series Pagoda™ Armless Upholstered Stacking Chairs,1,11/20/2020,88997,Medium,3,75061,0.56,152,Central,22391,892,11/22/2020,Delivery Truck,49,Texas,292
Computer Peripherals,Irving,Small Box,2342,Danny Francis Bell,Corporate,Technology,0.03,10397,"Fellowes Internet Keyboard, Platinum",1,11/20/2020,88997,Medium,5,75061,0.74,52,Central,22392,165,11/22/2020,Regular Air,9,Texas,30
Office Furnishings,Irving,Large Box,762,Stuart Holloway,Small Business,Furniture,0.03,10563,Westinghouse Clip-On Gooseneck Lamps,1,4/18/2019,87526,Low,1,75061,0.59,0,Central,22393,11,4/25/2019,Regular Air,10,Texas,8
Pens & Art Supplies,Duluth,Small Box,2372,Marvin Parrott,Corporate,Office Supplies,0.08,10250,Model L Table or Wall-Mount Pencil Sharpener,1,8/15/2020,90723,Low,20,55803,0.57,-40,Central,22394,349,8/22/2020,Regular Air,9,Minnesota,18
Paper,Eagan,Small Box,2373,Eugene Chandler,Corporate,Office Supplies,0.01,10685,Staples Colored Bar Computer Paper,1,8/15/2020,90723,Low,22,55122,0.38,545,Central,22395,790,8/24/2020,Regular Air,5,Minnesota,35
Labels,Lancaster,Small Box,1108,Dwight Bishop,Consumer,Office Supplies,0.06,11004,Avery 510,1,10/16/2018,86414,Low,14,75146,0.37,34,Central,22396,50,10/18/2018,Regular Air,1,Texas,4
Computer Peripherals,Burke,Small Pack,1671,Ron Allen,Small Business,Technology,0.04,10181,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",1,7/29/2020,86730,High,21,22015,0.49,17,South,22397,2381,7/31/2020,Regular Air,2,Virginia,116
Binders and Binder Accessories,West Scarborough,Small Box,1046,Lorraine C Wooten,Home Office,Office Supplies,0.09,10470,Avery Hanging File Binders,1,3/18/2019,89391,Low,14,4070,0.39,59,East,22398,86,3/20/2019,Express Air,1,Maine,6
Pens & Art Supplies,Wake Forest,Wrap Bag,2623,Gene Caldwell,Corporate,Office Supplies,0.04,10173,"Dixon Ticonderoga® Erasable Colored Pencil Set, 12-Color",1,5/30/2018,91444,High,1,27587,0.51,110,South,22399,7,5/31/2018,Regular Air,2,North Carolina,6
Storage & Organization,Wake Forest,Small Box,2623,Gene Caldwell,Corporate,Office Supplies,0.02,10896,"Fellowes Personal Hanging Folder Files, Navy",1,5/30/2018,91444,High,14,27587,0.57,268,South,22400,199,5/31/2018,Regular Air,6,North Carolina,13
Storage & Organization,Austin,Small Box,381,Danielle Watts,Corporate,Office Supplies,0.07,10091,Deluxe Rollaway Locking File with Drawer,1,4/29/2017,88929,Not Specified,1,78745,0.57,-540,Central,22401,395,4/29/2017,Regular Air,11,Texas,416
Paper,Augusta,Small Box,1376,Bobby Harmon,Home Office,Office Supplies,0.1,10092,Xerox 1985,1,5/4/2018,88214,Low,8,4330,0.37,-43,East,22402,49,5/11/2018,Regular Air,5,Maine,6
Storage & Organization,Burlington,Large Box,1381,Wayne Lindsay,Home Office,Office Supplies,0.1,10304,Space Solutions™ Industrial Galvanized Steel Shelving.,1,5/4/2018,88214,Low,16,5401,0.83,-1326,East,22403,1181,5/8/2018,Regular Air,35,Vermont,79
Office Furnishings,Southbury,Large Box,749,Seth Berry,Corporate,Furniture,0.04,10174,Luxo Economy Swing Arm Lamp,1,5/8/2020,91208,Critical,1,6488,0.57,-27,East,22404,24,5/9/2020,Regular Air,15,Connecticut,20
"Scissors, Rulers and Trimmers",Southbury,Wrap Bag,749,Seth Berry,Corporate,Office Supplies,0.09,10147,"*Staples* vLetter Openers, 2/Pack",1,5/8/2020,91208,Critical,10,6488,0.83,-33,East,22405,36,5/10/2020,Regular Air,1,Connecticut,4
Telephones and Communication,Irving,Small Box,42,Alexandra Fuller,Consumer,Technology,0.09,10691,KF 788,1,11/3/2019,91455,Not Specified,8,75061,0.56,24,Central,22406,300,11/4/2019,Regular Air,5,Texas,46
Telephones and Communication,Bay City,Small Box,1427,Stacy Gould,Home Office,Technology,0.09,10890,i2000,1,8/3/2017,90905,Low,18,48708,0.6,1259,Central,22407,1824,8/7/2017,Regular Air,3,Michigan,126
Binders and Binder Accessories,Philadelphia,Small Box,2019,Billie Glass,Home Office,Office Supplies,0.02,10093,Acco D-Ring Binder w/DublLock®,1,11/12/2020,86947,High,9,19143,0.36,140,East,22408,203,11/14/2020,Regular Air,3,Pennsylvania,21
Storage & Organization,Kingman,Large Box,357,Barbara McNamara,Corporate,Office Supplies,0.08,10551,"Carina Mini System Audio Rack, Model AR050B",1,8/23/2020,91136,High,5,86401,0.82,-155,West,22409,550,8/25/2020,Regular Air,35,Arizona,111
Appliances,Lake Forest,Small Box,26,Marguerite Kane,Corporate,Office Supplies,0.08,10689,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,1,6/25/2019,87658,Medium,11,92630,0.57,421,West,22410,619,6/27/2019,Regular Air,4,California,60
Appliances,Lake In The Hills,Small Box,2500,Kevin Smith,Small Business,Office Supplies,0.04,10596,Staples 6 Outlet Surge,1,10/13/2018,88322,Critical,12,60102,0.58,-13,Central,22411,148,10/15/2018,Regular Air,5,Illinois,12
Storage & Organization,Lake In The Hills,Small Box,2500,Kevin Smith,Small Business,Office Supplies,0.09,10675,Acco Perma® 2700 Stacking Storage Drawers,1,10/13/2018,88322,Critical,15,60102,0.7,-23,Central,22412,429,10/16/2018,Express Air,7,Illinois,30
Storage & Organization,Lake In The Hills,Small Box,2500,Kevin Smith,Small Business,Office Supplies,0.03,10381,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,1,10/12/2020,88328,Critical,12,60102,0.79,-236,Central,22413,1121,10/13/2020,Regular Air,20,Illinois,95
Office Furnishings,Carol City,Small Pack,1350,Jackie Burke,Home Office,Furniture,0,11109,Advantus Panel Wall Certificate Holder - 8.5x11,1,10/15/2017,88233,High,4,33055,0.43,-172,South,22414,56,10/16/2017,Express Air,6,Florida,12
Binders and Binder Accessories,Friendswood,Small Box,1344,Kathleen McKinney McIntosh,Consumer,Office Supplies,0.06,10920,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",1,8/1/2020,88988,Low,10,77546,0.39,62,Central,22415,96,8/5/2020,Express Air,3,Texas,9
Storage & Organization,Friendswood,Small Box,1344,Kathleen McKinney McIntosh,Consumer,Office Supplies,0.03,10863,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",1,8/2/2018,88985,Low,15,77546,0.57,314,Central,22416,545,8/9/2018,Regular Air,8,Texas,35
Office Furnishings,Metairie,Small Box,2787,Rodney Kearney,Consumer,Furniture,0.09,10861,Eldon Wave Desk Accessories,1,11/26/2019,91319,High,20,70003,0.41,638,South,22417,121,11/27/2019,Regular Air,6,Louisiana,6
Office Furnishings,Scranton,Small Pack,2249,Priscilla Allred,Home Office,Furniture,0.04,10594,"Executive Impressions 14"" Contract Wall Clock",1,5/22/2020,86707,Medium,5,18504,0.52,75,East,22418,108,5/24/2020,Regular Air,4,Pennsylvania,22
