Category,City,Container,Customer ID,Customer Name,Customer Segment,Department,Discount,Item ID,Item,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Postal Code,Product Base Margin,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price
Appliances,Southfield,Jumbo Drum,2010,Gary Grimes,Corporate,Office Supplies,0.04,10977,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",1,10/3/2017,86882,Critical,12,48034,0.41,-521,Central,12/21/1950,849,10/4/2018,Delivery Truck,60,Michigan,69
Computer Peripherals,Franklin,Small Box,3214,James Fox,Home Office,Technology,0.07,11029,Microsoft Multimedia Keyboard,1,2/25/2017,91566,High,3,37064,0.74,1157,South,7/4/1971,97,2/26/2018,Express Air,4,Tennessee,31
Copiers and Fax,Boston,Large Box,838,Gary Walton,Consumer,Technology,0.05,10449,Canon imageCLASS 2200 Advanced Copier,1,8/24/2015,89896,Not Specified,2,02129,0.37,-9079,East,1/25/1959,6849,8/25/2016,Regular Air,24,Massachusetts,3500
Chairs & Chairmats,Oxford,Jumbo Drum,21,Tony Wilkins Winters,Small Business,Furniture,0.02,10542,Office Star Flex Back Scooter Chair with White Frame,1,7/22/2017,18596,Low,88,01540,0.71,126,East,1/21/1907,10304,7/25/2018,Delivery Truck,30,Massachusetts,111
Chairs & Chairmats,Helena,Jumbo Drum,18,Laurie Hanna,Small Business,Furniture,0.02,10542,Office Star Flex Back Scooter Chair with White Frame,1,7/17/2017,90039,Low,22,59601,0.71,126,West,5/3/1956,2576,7/18/2018,Delivery Truck,30,Montana,111
Appliances,Southgate,Large Box,2011,Wayne Bean,Corporate,Office Supplies,0.04,10376,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1,10/5/2016,86882,Critical,17,48195,0.52,2848,Central,12/23/1950,4907,10/6/2017,Regular Air,24,Michigan,301
Paper,Southfield,Small Box,2010,Gary Grimes,Corporate,Office Supplies,0.08,10874,Xerox 1947,1,10/6/2015,86882,Critical,17,48034,0.4,-71,Central,12/22/1950,101,10/7/2016,Regular Air,5,Michigan,6
Paper,Southgate,Small Box,2011,Wayne Bean,Corporate,Office Supplies,0.04,10546,Xerox 1950,1,10/5/2016,86882,Critical,25,48195,0.36,-95,Central,12/24/1950,143,10/6/2017,Regular Air,5,Michigan,6
Labels,Oxford,Small Box,21,Tony Wilkins Winters,Small Business,Office Supplies,0.01,11153,Avery 485,1,7/25/2015,18596,Low,67,01540,0.38,223,East,1/22/1907,873,7/28/2016,Regular Air,1,Massachusetts,13
Labels,Helena,Small Box,18,Laurie Hanna,Small Business,Office Supplies,0.01,11153,Avery 485,1,7/20/2015,90039,Low,17,59601,0.38,153,West,5/4/1956,221,7/21/2016,Regular Air,1,Montana,13
Computer Peripherals,Boston,Small Pack,838,Gary Walton,Consumer,Technology,0.09,10898,Imation DVD-RAM discs,1,8/21/2017,89896,Not Specified,11,02129,0.43,138,East,1/24/1959,354,8/22/2018,Regular Air,2,Massachusetts,35
Copiers and Fax,Gallatin,Large Box,3215,Russell Hsu O'Neill,Home Office,Technology,0.07,11030,Hewlett Packard LaserJet 3310 Copier,1,2/25/2017,91566,High,11,37066,0.37,0,South,7/5/1971,6506,2/26/2018,Regular Air,24,Tennessee,600
Rubber Bands,Cornelius,Wrap Bag,1421,Alison Starr,Home Office,Office Supplies,0.1,10980,Staples Pushpins,1,11/11/2016,91462,Critical,19,28031,0.5,-21,South,4/29/1971,34,11/16/2017,Regular Air,1,North Carolina,2
Office Machines,Pittsburgh,Jumbo Box,2797,Cameron Kendall,Corporate,Technology,0.04,10196,Okidata ML320 Series Turbo Dot Matrix Printers,1,12/9/2016,87567,High,8,15122,0.56,1197,East,4/18/1961,3287,12/12/2017,Delivery Truck,12,Pennsylvania,400
Office Machines,Rutland,Small Box,658,Laurence Martinez Rodriguez,Consumer,Technology,0.05,10894,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,1,10/13/2017,91217,High,7,05701,0.52,6,East,3/15/1967,722,10/16/2018,Regular Air,20,Vermont,100
Envelopes,Wallingford,Small Box,856,Carla S Austin,Small Business,Office Supplies,0,10308,Staples Colored Interoffice Envelopes,1,9/16/2015,88578,Not Specified,8,06492,0.36,-19,East,4/14/1966,268,9/17/2016,Regular Air,20,Connecticut,31
Paper,Augusta,Small Box,857,Mildred Peacock,Small Business,Office Supplies,0.05,10921,Xerox 1927,1,9/15/2016,88578,Not Specified,9,04330,0.4,-75,East,4/11/1966,43,9/16/2017,Regular Air,7,Maine,4
Binders and Binder Accessories,Hemet,Small Box,852,Virginia Mason Klein,Small Business,Office Supplies,0.06,11062,"Wilson Jones Hanging View Binder, White, 1""",1,9/15/2016,88578,Not Specified,9,92544,0.39,-51,West,4/12/1966,63,9/16/2017,Regular Air,6,California,7
Office Furnishings,Hemet,Small Box,852,Virginia Mason Klein,Small Business,Furniture,0.05,10927,"Seth Thomas 13 1/2"" Wall Clock",1,9/13/2017,88578,Not Specified,10,92544,0.54,90,West,4/13/1966,175,9/14/2018,Regular Air,5,California,18
Telephones and Communication,Fairmont,Small Pack,3400,Florence Gold,Small Business,Technology,0.05,10457,Accessory23,1,8/19/2016,87549,Medium,19,26554,0.36,411,East,3/15/1968,596,8/22/2017,Regular Air,1,West Virginia,36
Tables,Colonial Heights,Jumbo Box,178,Sheryl Alexander,Small Business,Furniture,0.07,10649,Bevis Round Conference Room Tables and Bases,1,12/15/2015,90831,Critical,4,23834,0.71,-446,South,3/27/1955,748,12/16/2016,Delivery Truck,56,Virginia,179
Office Furnishings,Bartlesville,Wrap Bag,1593,Ronald O'Neill,Corporate,Furniture,0.09,11147,Eldon Econocleat� Chair Mats for Low Pile Carpets,1,11/13/2016,86678,Medium,2,74006,0.73,10,Central,6/23/1968,93,11/16/2017,Regular Air,34,Oklahoma,41
Telephones and Communication,Herndon,Small Box,3285,Ricky Garner,Consumer,Technology,0.06,10671,Item 10671,1,10/6/2016,90760,Critical,8,20170,0.59,-196,South,11/27/1955,1323,10/7/2017,Regular Air,8,Virginia,201
Computer Peripherals,Mason City,Small Pack,2795,Harry Burns,Consumer,Technology,0.04,10962,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",1,8/25/2016,87564,High,9,50401,0.5,185,Central,2/25/1955,269,8/26/2017,Express Air,2,Iowa,30
Envelopes,Creve Coeur,Small Box,1765,Ralph Woods Scott,Consumer,Office Supplies,0.1,10655,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",1,2/22/2017,89786,High,6,63141,0.4,157,Central,2/12/1962,227,2/23/2018,Regular Air,10,Missouri,40
Pens & Art Supplies,Fort Pierce,Wrap Bag,2360,Troy Hendrix,Home Office,Office Supplies,0.06,10306,Newell 35,1,9/29/2017,88276,High,1,34982,0.56,6,South,3/25/1962,4,10/2/2018,Regular Air,5,Florida,3
Computer Peripherals,Sulphur Springs,Small Pack,1298,Herbert Beard,Home Office,Technology,0,10962,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",1,7/14/2016,90667,High,12,75482,0.5,255,Central,8/1/1954,369,7/15/2017,Regular Air,2,Texas,30
Telephones and Communication,Southbury,Small Box,1339,James Perez,Home Office,Technology,0.03,10312,Item 10312,1,1/6/2017,91250,Not Specified,10,06488,0.58,337,East,1/12/1966,551,1/9/2018,Regular Air,9,Connecticut,66
Telephones and Communication,New York City,Small Box,1340,Marie Bass,Home Office,Technology,0.03,10312,Item 10312,1,1/1/2017,43330,Not Specified,40,10170,0.58,337,East,10/1/1916,2206,1/4/2018,Regular Air,9,New York,66
Pens & Art Supplies,Fort Pierce,Wrap Bag,2360,Troy Hendrix,Home Office,Office Supplies,0.03,10405,Newell 325,1,10/1/2016,88276,High,13,34982,0.55,155,South,3/24/1962,54,10/2/2017,Regular Air,1,Florida,4
Telephones and Communication,Southbury,Wrap Bag,749,Seth Berry,Corporate,Technology,0.01,11091,Accessory21,1,8/8/2016,91207,Medium,1,06488,0.37,-71,East,1/10/1962,19,8/10/2017,Regular Air,1,Connecticut,21
Computer Peripherals,Fairmont,Small Pack,3400,Florence Gold,Corporate,Technology,0.07,10181,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",1,8/16/2016,87546,Critical,8,26554,0.49,606,East,2/6/1964,879,8/17/2017,Regular Air,2,West Virginia,116
Paper,Winter Garden,Wrap Bag,2220,Jennifer Stanton,Consumer,Office Supplies,0.01,10493,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6� x 11�",1,2/20/2017,91037,Low,14,34787,0.38,-2025,South,5/23/1956,104,2/22/2018,Express Air,2,Florida,7
Office Furnishings,Chattanooga,Small Pack,2724,Erika Clapp,Corporate,Furniture,0.09,10593,"Executive Impressions 14"" Two-Color Numerals Wall Clock",1,1/4/2017,88966,Not Specified,8,37421,0.44,-1647,South,1/18/1959,172,1/5/2018,Regular Air,9,Tennessee,23
Appliances,Westerly,Large Box,2767,Phyllis Cohen,Corporate,Office Supplies,0.06,10376,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1,12/8/2016,90728,High,1,02891,0.52,-237,East,1/14/1965,302,12/9/2017,Regular Air,24,Rhode Island,301
Binders and Binder Accessories,Oxford,Small Box,3251,Peter Brooks,Corporate,Office Supplies,0.03,10823,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",1,9/2/2016,55908,High,57,01540,0.36,807,East,5/29/1921,2390,9/5/2017,Regular Air,3,Massachusetts,43
Paper,Overland Park,Small Box,197,Samantha Weaver,Small Business,Office Supplies,0.04,10729,Xerox 1983,1,11/1/2015,88924,Medium,16,66212,0.36,-97,Central,2/9/1966,95,11/3/2016,Regular Air,5,Kansas,6
Paper,Detroit,Small Box,198,Leroy Blanchard,Small Business,Office Supplies,0.04,10729,Xerox 1983,1,9/5/2015,43523,Medium,65,48138,0.36,-97,Central,10/29/1916,384,9/8/2016,Regular Air,5,Michigan,6
Computer Peripherals,High Point,Small Pack,2059,Nathan Newton,Corporate,Technology,0.08,11059,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",1,12/19/2017,88045,Medium,9,27260,0.44,-47,South,8/17/1961,343,12/26/2018,Regular Air,2,North Carolina,41
Tables,Chattanooga,Jumbo Box,2724,Erika Clapp,Corporate,Furniture,0.03,10880,Hon 94000 Series Round Tables,1,1/4/2017,88966,Not Specified,6,37421,0.76,-32,South,1/19/1959,1476,1/5/2018,Delivery Truck,54,Tennessee,296
Labels,Hanover,Small Box,256,Irene Li,Home Office,Office Supplies,0.04,10868,Avery 501,1,7/9/2016,86276,Critical,9,17331,0.38,27,East,7/7/1954,39,7/10/2017,Express Air,1,Pennsylvania,4
Rubber Bands,San Jose,Wrap Bag,274,Valerie Rice,Corporate,Office Supplies,0.09,11223,Staples Metal Binder Clips,1,8/29/2016,89297,Critical,5,95123,0.39,6,West,10/24/1951,13,8/31/2017,Regular Air,1,California,3
Binders and Binder Accessories,Lewisville,Small Box,1248,Connie W Sutton,Home Office,Office Supplies,0.04,10633,GBC DocuBind P100 Manual Binding Machine,1,10/5/2017,91558,Critical,2,75057,0.4,164,Central,9/20/1969,348,10/6/2018,Regular Air,20,Texas,166
Binders and Binder Accessories,Boston,Small Box,1246,Lois Hansen,Home Office,Office Supplies,0.04,10633,GBC DocuBind P100 Manual Binding Machine,1,5/23/2016,53285,Critical,8,02129,0.4,164,East,6/9/1920,1391,5/23/2018,Regular Air,20,Massachusetts,166
Labels,Oxford,Small Box,3121,Bob Dickens,Home Office,Office Supplies,0.03,11116,Avery 474,1,7/15/2016,35842,High,23,01540,0.36,12,East,10/7/1913,69,7/17/2017,Regular Air,1,Massachusetts,3
Labels,New Orleans,Small Box,3120,Daniel Christian,Home Office,Office Supplies,0.03,11116,Avery 474,1,2/8/2017,90164,High,6,70117,0.36,45,South,1/18/1963,18,2/9/2018,Regular Air,1,Louisiana,3
Paper,Herndon,Small Box,3285,Ricky Garner,Consumer,Office Supplies,0.09,11061,Xerox 1905,1,10/4/2017,90760,Critical,1,20170,0.37,-45,South,11/25/1955,16,10/5/2018,Regular Air,10,Virginia,6
Appliances,Watauga,Small Box,146,Yvonne Fox,Small Business,Office Supplies,0.04,10914,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,1,10/16/2017,91096,Low,15,76148,0.59,837,Central,7/2/1963,1213,10/18/2018,Regular Air,5,Texas,81
Tables,Killingly Center,Jumbo Box,398,Bruce Stark,Corporate,Furniture,0.1,10565,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,1,9/3/2016,89324,Critical,6,06241,0.71,-1332,East,1/16/1957,3229,9/4/2017,Delivery Truck,46,Connecticut,551
Office Furnishings,Scranton,Small Pack,2249,Priscilla Allred,Home Office,Furniture,0.04,10594,"Executive Impressions 14"" Contract Wall Clock",1,8/12/2017,86707,Medium,5,18504,0.52,75,East,5/17/1961,108,8/15/2018,Regular Air,4,Pennsylvania,22
Binders and Binder Accessories,Washington,Small Box,2867,Dana Teague,Corporate,Office Supplies,0.08,11094,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",1,8/13/2016,9476,Not Specified,13,20016,0.37,-67,East,7/16/1903,215,8/14/2017,Express Air,13,District of Columbia,16
Storage & Organization,Brentwood,Small Box,2671,Lloyd Fuller,Home Office,Office Supplies,0.02,10169,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",1,2/15/2017,90553,Medium,11,37027,0.59,4,South,3/7/1954,192,2/16/2018,Express Air,8,Tennessee,16
Storage & Organization,Los Angeles,Small Box,2670,Yvonne Mann,Home Office,Office Supplies,0.02,10169,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",1,7/28/2017,12804,Medium,44,90049,0.59,-45,West,11/24/1904,767,7/31/2018,Express Air,8,California,16
Paper,Herndon,Small Box,3285,Ricky Garner,Consumer,Office Supplies,0.1,11254,Xerox 197,1,10/7/2015,90760,Critical,11,20170,0.4,1711,South,11/26/1955,327,10/8/2016,Regular Air,17,Virginia,31
Storage & Organization,Killingly Center,Small Box,398,Bruce Stark,Corporate,Office Supplies,0.04,10050,Recycled Steel Personal File for Standard File Folders,1,9/4/2015,89324,Critical,11,06241,0.59,416,East,1/15/1957,603,9/5/2016,Regular Air,5,Connecticut,55
Paper,Cuyahoga Falls,Wrap Bag,397,Denise Carver,Corporate,Office Supplies,0.1,10665,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",1,9/1/2017,89324,Critical,2,44221,0.39,3,East,1/14/1957,18,9/4/2018,Regular Air,2,Ohio,9
Rubber Bands,Brentwood,Wrap Bag,2671,Lloyd Fuller,Home Office,Office Supplies,0.08,10138,Assorted Color Push Pins,1,2/15/2017,90553,Medium,16,37027,0.52,-253,South,3/6/1954,27,2/16/2018,Regular Air,1,Tennessee,2
Rubber Bands,Los Angeles,Wrap Bag,2670,Yvonne Mann,Home Office,Office Supplies,0.08,10138,Assorted Color Push Pins,1,7/30/2016,12804,Medium,65,90049,0.52,-4,West,11/23/1904,109,7/31/2017,Regular Air,1,California,2
Paper,Owasso,Wrap Bag,2643,Vincent Cash Bryant,Consumer,Office Supplies,0.02,10728,Wirebound Voice Message Log Book,1,9/23/2016,87510,High,1,74055,0.39,-2,Central,2/23/1950,6,9/26/2017,Regular Air,1,Oklahoma,5
Paper,Seattle,Wrap Bag,2645,Ronnie Dodson,Consumer,Office Supplies,0.02,10728,Wirebound Voice Message Log Book,1,7/20/2016,2209,High,1,98103,0.39,-2,West,11/12/1900,6,7/21/2017,Regular Air,1,Washington,5
Paper,Oxford,Wrap Bag,699,Jenny Gold,Consumer,Office Supplies,0.04,10384,Standard Line� �While You Were Out� Hardbound Telephone Message Book,1,1/3/2017,21539,Medium,25,01540,0.39,40,East,2/28/1908,539,1/4/2018,Regular Air,8,Massachusetts,22
Paper,Saint Charles,Small Box,1090,Seth Davies,Corporate,Office Supplies,0.02,11061,Xerox 1905,1,9/28/2015,90139,High,14,60174,0.37,-188,Central,8/18/1971,98,9/29/2016,Regular Air,10,Illinois,6
Telephones and Communication,Owasso,Small Box,2643,Vincent Cash Bryant,Consumer,Technology,0.1,10554,270c,1,9/24/2015,87510,High,5,74055,0.59,-147,Central,2/25/1950,487,9/27/2016,Regular Air,3,Oklahoma,126
Telephones and Communication,Seattle,Small Box,2645,Ronnie Dodson,Consumer,Technology,0.1,10554,270c,1,7/21/2015,2209,High,18,98103,0.59,-161,West,11/14/1900,1752,7/22/2016,Regular Air,3,Washington,126
Chairs & Chairmats,Owasso,Jumbo Drum,2643,Vincent Cash Bryant,Consumer,Furniture,0,10592,Hon 4070 Series Pagoda� Round Back Stacking Chairs,1,9/23/2016,87510,High,9,74055,0.57,2166,Central,2/22/1950,3140,9/26/2017,Delivery Truck,59,Oklahoma,321
Chairs & Chairmats,Seattle,Jumbo Drum,2645,Ronnie Dodson,Consumer,Furniture,0,10592,Hon 4070 Series Pagoda� Round Back Stacking Chairs,1,7/20/2016,2209,High,38,98103,0.57,2245,West,11/11/1900,13256,7/21/2017,Delivery Truck,59,Washington,321
Office Furnishings,Saint Charles,Small Box,1090,Seth Davies,Corporate,Furniture,0,11088,Eldon� Wave Desk Accessories,1,9/25/2017,90139,High,1,60174,0.43,-4,Central,8/17/1971,4,9/26/2018,Regular Air,5,Illinois,2
Appliances,Detroit,Small Box,1975,Jennifer Grant,Consumer,Office Supplies,0.02,10596,Staples 6 Outlet Surge,1,7/29/2016,89044,Critical,13,48227,0.58,-20,Central,8/28/1958,156,8/1/2017,Regular Air,5,Michigan,12
Paper,Detroit,Small Box,1975,Jennifer Grant,Consumer,Office Supplies,0.03,10064,Xerox 1903,1,7/30/2015,89044,Critical,1,48227,0.36,-12,Central,8/30/1958,8,8/2/2016,Regular Air,6,Michigan,6
Binders and Binder Accessories,New City,Small Box,3397,Andrea Shaw,Corporate,Office Supplies,0.05,10650,Heavy-Duty E-Z-D� Binders,1,8/16/2016,87547,Not Specified,1,10956,0.38,-12,East,2/6/1960,12,8/17/2017,Regular Air,3,New York,11
Binders and Binder Accessories,Ormond Beach,Small Box,3331,Elisabeth Shaw,Corporate,Office Supplies,0.04,11171,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",1,12/16/2016,86289,Not Specified,2,32174,0.36,-341,South,10/9/1963,10,12/19/2017,Regular Air,5,Florida,4
Paper,Longview,Small Box,1293,Martin Underwood,Small Business,Office Supplies,0.09,11260,Xerox 1881,1,2/8/2017,88914,High,9,75601,0.38,-13,Central,2/3/1959,104,2/9/2018,Regular Air,6,Texas,12
Paper,Miami,Small Box,1291,Maria Jackson,Small Business,Office Supplies,0.09,11260,Xerox 1881,1,9/13/2016,25569,High,38,33180,0.38,-19,South,10/23/1909,438,9/14/2017,Regular Air,6,Florida,12
Telephones and Communication,Henderson,Medium Box,808,Ken Woodward,Small Business,Technology,0.06,10224,VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,1,7/25/2017,91040,Critical,16,42420,0.57,-23,South,12/11/1964,2469,7/26/2018,Express Air,14,Kentucky,180
Office Furnishings,Detroit,Small Pack,1975,Jennifer Grant,Consumer,Furniture,0.08,10185,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,7/27/2017,89044,Critical,14,48227,0.45,-91,Central,8/29/1958,134,7/28/2018,Express Air,7,Michigan,9
Paper,Eagle,Small Box,3244,Erica Pittman,Small Business,Office Supplies,0.09,10323,Xerox 1899,1,9/11/2016,88337,Critical,13,83616,0.36,-61,West,6/27/1966,72,9/14/2017,Regular Air,5,Idaho,6
Binders and Binder Accessories,Gillette,Small Box,1476,Bill Terrell,Corporate,Office Supplies,0.02,10934,Lock-Up Easel 'Spel-Binder',1,7/15/2015,91165,Low,12,82716,0.38,254,West,7/12/1969,368,7/11/2017,Express Air,1,Wyoming,29
Binders and Binder Accessories,Mankato,Small Box,2835,Jeremy Reilly,Small Business,Office Supplies,0.03,10653,Wilson Jones Impact Binders,1,7/10/2015,91034,Medium,3,56001,0.36,-16,Central,11/2/1969,21,7/10/2017,Express Air,6,Minnesota,5
Storage & Organization,Springville,Small Box,1183,Becky O'Brien,Home Office,Office Supplies,0.09,10831,Fellowes Super Stor/Drawer� Files,1,2/10/2017,86922,High,8,84663,0.66,241,West,12/23/1960,1195,2/13/2018,Regular Air,20,Utah,162
Computer Peripherals,Auburn,Small Pack,2447,Gladys Everett,Consumer,Technology,0.04,10517,"Memorex 80 Minute CD-R Spindle, 100/Pack",1,2/12/2017,87794,Not Specified,8,13021,0.44,238,East,9/6/1962,345,2/16/2018,Regular Air,2,New York,44
Bookcases,Troy,Jumbo Box,3366,Dana Boyle,Home Office,Furniture,0,10125,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",1,7/28/2016,90511,Low,4,45373,0.78,-443,East,12/25/1955,431,7/29/2017,Delivery Truck,57,Ohio,101
Storage & Organization,Lafayette,Small Box,2481,Kelly Sawyer,Corporate,Office Supplies,0.05,10856,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",1,8/24/2016,91006,High,17,70506,0.58,-205,South,11/30/1966,292,8/25/2017,Express Air,6,Louisiana,17
Binders and Binder Accessories,Springville,Small Box,1183,Becky O'Brien,Home Office,Office Supplies,0.05,11105,"Angle-D Binders with Locking Rings, Label Holders",1,2/10/2017,86922,High,14,84663,0.38,-147,West,12/22/1960,104,2/13/2018,Express Air,8,Utah,7
Envelopes,Troy,Small Box,3366,Dana Boyle,Home Office,Office Supplies,0.02,11076,Colored Envelopes,1,7/28/2016,90511,Low,6,45373,0.39,-8,East,12/26/1955,23,7/29/2017,Regular Air,3,Ohio,4
Binders and Binder Accessories,Broken Arrow,Small Box,1746,Beth McKenzie,Home Office,Office Supplies,0.03,10816,GBC Standard Plastic Binding Systems' Combs,1,11/23/2016,87254,Not Specified,13,74012,0.4,-66,Central,12/25/1949,84,11/24/2017,Regular Air,5,Oklahoma,6
Binders and Binder Accessories,Atlanta,Small Box,1745,Herbert Holden,Home Office,Office Supplies,0.03,10816,GBC Standard Plastic Binding Systems' Combs,1,12/20/2016,1793,Not Specified,50,30305,0.4,-96,South,9/13/1900,324,12/21/2017,Regular Air,5,Georgia,6
Office Furnishings,Saginaw,Small Box,1962,Sean Burton,Corporate,Furniture,0.03,10568,Staples Plastic Wall Frames,1,10/8/2015,88866,Critical,8,48601,0.41,0,Central,10/30/1960,72,10/13/2016,Express Air,5,Michigan,8
Office Furnishings,Miami,Small Box,1959,Bonnie Matthews Rowland,Corporate,Furniture,0.03,10568,Staples Plastic Wall Frames,1,7/12/2014,29985,Critical,31,33916,0.41,0,South,7/20/1911,277,7/14/2016,Express Air,5,Florida,8
Envelopes,Land O Lakes,Small Box,2268,Carlos Adkins,Small Business,Office Supplies,0,11007,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",1,9/29/2016,89577,Not Specified,2,34639,0.38,142,South,2/11/1960,138,9/30/2017,Regular Air,20,Florida,61
Tables,Eugene,Jumbo Box,3239,Kim Reese,Corporate,Furniture,0.05,10849,Bevis 36 x 72 Conference Tables,1,1/20/2017,89569,Low,3,97405,0.63,-260,West,8/23/1954,379,1/23/2018,Delivery Truck,52,Oregon,124
Binders and Binder Accessories,Killingly Center,Small Box,1438,Jean Weiss Diaz,Corporate,Office Supplies,0.06,11211,"Fellowes Twister Kit, Gray/Clear, 3/pkg",1,7/24/2017,90126,Critical,1,06241,0.4,-17,East,10/29/1960,12,7/25/2018,Regular Air,9,Connecticut,8
Paper,Westlake,Small Box,1472,Tommy Ellis Ritchie,Home Office,Office Supplies,0,11032,Xerox 1959,1,12/7/2015,87082,Low,9,44145,0.37,-67,East,6/17/1963,66,12/8/2016,Regular Air,7,Ohio,7
Storage & Organization,Springfield,Small Box,2545,Rick Ellis,Small Business,Office Supplies,0.08,10543,Economy Rollaway Files,1,1/1/2017,87926,Medium,5,22153,0.59,8004,South,4/16/1960,770,1/4/2018,Regular Air,20,Virginia,165
Computer Peripherals,Lewisville,Small Box,1248,Connie W Sutton,Home Office,Technology,0.03,10382,Hayes Optima 56K V.90 Internal Voice Modem,1,9/22/2016,91557,Low,7,75057,0.51,1240,Central,4/19/1967,1797,9/23/2017,Regular Air,11,Texas,257
"Scissors, Rulers and Trimmers",Irving,Small Pack,3394,Julia Padgett,Consumer,Office Supplies,0.04,11026,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",1,12/22/2017,87913,Not Specified,24,75061,0.58,-117,Central,10/24/1961,162,12/25/2018,Regular Air,8,Texas,7
Paper,Burton,Small Box,391,Suzanne Shannon,Corporate,Office Supplies,0.01,10893,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),1,7/21/2016,86395,Not Specified,20,48509,0.4,-38,Central,12/13/1964,115,7/22/2017,Regular Air,6,Michigan,5
Telephones and Communication,Irving,Small Box,3394,Julia Padgett,Consumer,Technology,0.07,10788,Timeport L7089,1,12/25/2015,87913,Not Specified,10,75061,0.58,139,Central,10/25/1961,996,12/26/2016,Regular Air,8,Texas,126
Paper,Burton,Small Box,391,Suzanne Shannon,Corporate,Office Supplies,0.05,10792,Xerox 1939,1,7/22/2015,86395,Not Specified,15,48509,0.37,88,Central,12/12/1964,297,7/23/2016,Regular Air,10,Michigan,19
Paper,Dublin,Wrap Bag,2733,Marian Godwin,Small Business,Office Supplies,0.03,11035,"Post-it� �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",1,8/18/2016,89024,Medium,18,94568,0.37,92,West,7/12/1971,133,8/17/2018,Regular Air,2,California,7
Tables,Bakersfield,Jumbo Box,2652,Brenda Ross,Consumer,Furniture,0.03,10550,"Bevis Round Conference Table Top, X-Base",1,12/30/2015,89364,Low,18,93309,0.74,144,West,11/24/1956,3145,12/31/2016,Delivery Truck,29,California,179
Office Furnishings,Richmond,Small Pack,1548,John Bray,Corporate,Furniture,0.1,11201,Nu-Dell Leatherette Frames,1,10/4/2016,88500,High,15,47374,0.49,12,Central,12/26/1971,199,10/6/2017,Express Air,5,Indiana,14
Bookcases,Lehi,Jumbo Box,194,Tammy Goldman,Corporate,Furniture,0.09,10314,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",1,1/26/2017,90435,High,2,84043,0.65,-115,West,2/22/1963,297,1/27/2018,Delivery Truck,53,Utah,141
Office Furnishings,Tempe,Small Pack,1116,Meredith Bland,Consumer,Furniture,0,10185,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1,12/23/2017,86786,Critical,2,85281,0.45,-7,West,12/5/1950,24,12/26/2018,Regular Air,7,Arizona,9
Storage & Organization,Bozeman,Small Box,1115,Jill Foster,Consumer,Office Supplies,0.08,10591,"SAFCO Mobile Desk Side File, Wire Frame",1,12/25/2016,86786,Critical,21,59715,0,449,West,12/3/1950,846,12/28/2017,Regular Air,6,Montana,43
Storage & Organization,Mount Pleasant,Medium Box,2994,Erik Moon,Small Business,Office Supplies,0,10730,Eldon Simplefile� Box Office�,1,8/20/2015,88920,Medium,10,48858,0.57,-15,Central,10/12/1953,128,8/22/2017,Regular Air,6,Michigan,12
Storage & Organization,Oceanside,Large Box,776,Holly Love Butler,Home Office,Office Supplies,0.03,10304,Space Solutions� Industrial Galvanized Steel Shelving.,1,12/7/2016,87001,Not Specified,17,92054,0.83,-878,West,3/19/1966,1352,12/8/2017,Regular Air,35,California,79
